id	emotion
34909_0008_A_39	0.0004573275800794363,0.0003217598423361778,0.0010958235943689942,5.58402061869856e-05,0.00035411500721238554,9.9072654847987e-05
34909_0008_A_41	0.0015844894805923104,0.006340318825095892,0.0008131490321829915,0.00019126896222587675,0.00013189759920351207,0.0007172932964749634
34909_0008_A_42	0.0016168239526450634,0.005549587309360504,0.0008389075519517064,0.00017237634165212512,0.00012580885959323496,0.0007499565836042166
34909_0009_A_43	0.0041558933444321156,0.001155344070866704,0.0010224819416180253,0.0003777551755774766,0.00015109367086552083,0.00048791139852255583
34909_0009_A_44	0.003956502769142389,0.0010832747211679816,0.0010978332720696926,0.0003816375392489135,0.00016626450815238059,0.0005487125017680228
34909_0009_A_45	0.00010709246271289885,0.0008980567799881101,0.19116240739822388,0.07232118397951126,0.008124878630042076,0.0004265302559360862
34909_0009_A_46	0.004601514898240566,0.0031107114627957344,0.0013793776743113995,0.00013568349822890013,0.0014085277216508985,0.002796447603031993
34909_0009_A_47	0.0030211308039724827,0.00022550966241396964,0.00018436912796460092,0.00029237958369776607,0.00015327079745475203,0.0004181830445304513
34909_0009_A_48	0.0010372853139415383,0.0005517128738574684,0.0010218212846666574,5.299817712511867e-05,8.402482490055263e-05,0.0006300624809227884
34909_0009_A_49	0.00012315309140831232,0.00024747001589275897,0.0050075170584023,0.00011577898112591356,0.00015400791016872972,0.006171436049044132
34909_0009_A_50	0.00020225069602020085,0.000599632621742785,0.0002315908786840737,0.00039263610960915685,9.783623681869358e-05,0.00011814836761914194
34909_0009_A_51	0.00019723587320186198,0.0004385994980111718,0.0002152946253772825,0.0005293387221172452,0.00011223003821214661,0.00012732968025375158
34909_0009_A_52	0.001120907487347722,0.00013522853259928524,0.00020306408987380564,8.087195601547137e-05,6.0677142755594105e-05,0.0034391144290566444
34909_0009_A_53	0.003562453668564558,0.001106197014451027,0.0006012694793753326,8.48460549605079e-05,7.594686758238822e-05,0.00020070423488505185
34909_0009_A_54	0.0031322564464062452,0.0009267327841371298,0.0005281479679979384,9.064077312359586e-05,9.965180652216077e-05,0.00021835177903994918
34909_0009_A_55	0.00040185783291235566,0.02372800186276436,0.0007187123992480338,0.00037025538040325046,0.0002454717759974301,0.0001056894107023254
34909_0006_A_36	1.1080082654953003,0.09709690511226654,0.00252194213680923,0.0015366829466074705,0.011891147121787071,1.6903181076049805
34909_0009_A_56	0.0019027525559067726,0.005907231010496616,0.0004184550780337304,0.00021826475858688354,0.00013331836089491844,0.0012296491768211126
34909_0009_A_57	0.03311741724610329,0.03895581513643265,0.0002595506375655532,0.002319903578609228,0.00016382234753109515,0.0011280726175755262
34909_0009_A_59	0.0005494491779245436,0.00010827752703335136,0.0003568477986846119,0.00014869909500703216,0.00022114888997748494,0.0008984668529592454
34909_0009_A_60	0.010455050505697727,0.0013543061213567853,9.707266872283071e-05,0.00012730197340715677,0.00036366452695801854,0.00010418216697871685
34909_0009_A_61	0.005347036756575108,0.005567267537117004,0.01347200758755207,0.03162989765405655,0.0689769834280014,0.10494241118431091
34909_0009_A_62	0.0016317421104758978,0.0024528391659259796,0.0032554410863667727,0.0031090229749679565,0.003611947176977992,0.039118170738220215
34909_0010_A_63	0.01667010225355625,0.00408860482275486,0.004629616625607014,0.0003260633093304932,0.0012239865027368069,0.0062417155131697655
34909_0010_A_64	0.002013321965932846,0.0003418804262764752,0.0002693842980079353,0.0013246859889477491,5.85748057346791e-05,0.0004088061978109181
34909_0010_A_65	0.001396148232743144,0.0012062890455126762,0.0010528569109737873,0.0020269877277314663,0.0014013400068506598,0.017794884741306305
34909_0010_A_66	0.0021211777348071337,0.0004417886957526207,0.00017660210141912103,0.00032066513085737824,6.81044184602797e-05,8.550896018277854e-05
34909_0010_A_67	0.01505734771490097,0.25336652994155884,0.0018922484014183283,0.0007525896071456373,0.0006099976599216461,0.014187436550855637
34909_0010_A_68	0.023429393768310547,0.004998038522899151,0.0003230960574001074,0.003107599914073944,6.175861926749349e-05,0.0020489110611379147
34909_0010_A_69	0.0005473800119943917,0.001307488651946187,0.0020561320707201958,0.001271396060474217,0.001443545101210475,0.08188650757074356
34909_0012_A_95	0.007504168897867203,0.000615095195826143,0.0006115799187682569,0.00047969186562113464,0.0005366845871321857,0.006285007111728191
34909_0012_A_96	0.005124751012772322,0.0004204541619401425,0.00014654539700131863,7.014290895313025e-05,0.0001761242892825976,7.285499304998666e-05
34909_0012_A_97	0.004995907191187143,0.0002582111628726125,0.0002001778339035809,9.463055175729096e-05,0.00018294349138159305,0.0045274728909134865
34909_0012_A_98	0.0011761300265789032,0.0007225931622087955,0.07623270153999329,0.00016274511290248483,0.003617149544879794,0.0044730668887495995
34909_0013_A_99	0.00196807156316936,0.003436353523284197,0.015140945091843605,0.0008312128484249115,0.0006610654527321458,0.0024526144843548536
34909_0013_A_100	0.0014525623992085457,0.005900528747588396,0.05905921757221222,0.007336623966693878,0.040408723056316376,0.010538129135966301
34909_0013_A_101	0.0015707798302173615,0.006169932894408703,0.061217427253723145,0.007923540659248829,0.04134403169155121,0.010762276127934456
34909_0014_A_102	0.009419848211109638,0.21447107195854187,0.010365770198404789,0.005749497562646866,0.002546960022300482,0.013003715313971043
34909_0014_A_103	0.008497750386595726,0.2105390727519989,0.009558411315083504,0.00457425694912672,0.001658000866882503,0.006895415484905243
34909_0014_A_104	0.00037027482176199555,0.001090007252059877,0.001234033377841115,0.0009076922433450818,0.00029233971145004034,0.0003550055262167007
34909_0014_A_105	0.10406461358070374,0.2819932699203491,0.3977489471435547,0.0021888166666030884,0.005216485820710659,0.028790313750505447
34909_0014_A_106	0.0002977871336042881,0.006983553059399128,0.026582272723317146,0.002876955084502697,7.779286534059793e-05,7.863804057706147e-05
34909_0014_A_107	0.18673671782016754,0.007698399480432272,0.0012205905513837934,0.013366003520786762,0.032924335449934006,2.366069793701172
34909_0015_A_109	0.008501937612891197,0.03979545831680298,0.014330263249576092,0.0003179006453137845,0.0020070078317075968,0.010670661926269531
34909_0015_A_110	0.00882429163902998,0.041606321930885315,0.014062282629311085,0.00035838200710713863,0.0021465294994413853,0.01254782360047102
34909_0015_A_111	0.0009273170144297183,8.153390081133693e-05,0.008307996205985546,0.004476853646337986,0.00017676319112069905,0.006493584252893925
34909_0015_A_112	0.00410121725872159,0.0004019110929220915,0.04198821261525154,0.009999869391322136,0.0071894265711307526,0.10615672171115875
34909_0015_A_113	0.0003958004526793957,5.833988689118996e-05,0.008530866354703903,0.0010388221126049757,0.0033616956789046526,0.017491094768047333
34909_0015_A_114	0.000484050833620131,7.781267777318135e-05,0.00039869104512035847,0.00022429387900047004,0.00033779957448132336,0.00044164626160636544
34909_0015_A_115	0.000207778241019696,7.644957804586738e-05,0.016231974586844444,8.493210771121085e-05,0.003812350332736969,0.007893283851444721
34909_0015_A_116	0.009287053719162941,0.009343990124762058,0.58952397108078,0.06628141552209854,0.08788115531206131,0.12686055898666382
34909_0015_A_117	0.00035334969288669527,0.00025752975489012897,0.00022111744328867644,0.0003725421556737274,5.6993463658727705e-05,0.00012869459169451147
34909_0015_A_118	0.0008264683419838548,0.00024331719032488763,0.005230233073234558,0.00023580764536745846,0.0007750552613288164,0.0008854334009811282
34909_0015_A_119	0.001815524767152965,0.000354429183062166,0.00010867009405046701,0.00016287477046716958,8.917848754208535e-05,0.0002562419977039099
34909_0015_A_120	0.00021735811606049538,0.00010817575093824416,0.00039906910387799144,0.0002711109409574419,0.0006266325945034623,9.077087452169508e-05
34909_0015_A_121	0.00018820039986167103,0.00013251234486233443,0.0003058845759369433,0.0002924719010479748,0.0003622323856689036,0.00014669149823021144
34909_0015_A_122	0.00018439073755871505,0.0002468315651640296,0.0009277273784391582,0.007790246978402138,0.0010718760313466191,0.0004985345294699073
34909_0015_A_123	0.002536427229642868,0.000980399432592094,0.0017507504671812057,0.05900052189826965,0.0009342938428744674,0.0010313958628103137
34909_0015_A_124	0.0013700665440410376,0.00043647963320836425,0.001517024589702487,9.694240725366399e-05,0.00030780548695474863,0.0025030863471329212
34909_0015_A_127	0.020764369517564774,0.07938703149557114,0.005370643455535173,0.007208250463008881,0.02073909156024456,0.18834233283996582
34909_0015_A_128	0.030348140746355057,0.11204103380441666,0.010018059983849525,0.016537770628929138,0.02894061803817749,0.49096861481666565
34909_0015_A_129	0.013051660731434822,0.0009356237715110183,0.01875274069607258,0.0005725448718294501,0.058198995888233185,1.0500738620758057
34909_0015_A_130	0.03227148577570915,0.0011025279527530074,0.00016674752987455577,8.508094470016658e-05,0.00039089826168492436,0.025665052235126495
34909_0015_A_131	0.0027682832442224026,0.00030807359144091606,0.001325341989286244,0.004614487290382385,0.034609824419021606,0.030627870932221413
34909_0015_A_132	0.002189527964219451,0.0003217791672796011,0.0015853422228246927,0.005536116659641266,0.036362599581480026,0.03456370159983635
34909_0015_A_133	0.02141222171485424,0.0003909005317837,0.0003322204283904284,0.0001896121830213815,0.0007195702055469155,0.002375624608248472
34909_0016_A_135	0.0014696274884045124,0.00031498094904236495,0.0005261986516416073,0.0001032715299515985,0.00019099794735666364,0.001088881865143776
34909_0017_A_136	0.004481928423047066,0.0006944478373043239,0.0005911541520617902,0.0006048644427210093,0.000269318581558764,0.0011593461968004704
34909_0017_A_137	0.004481928423047066,0.0006944478373043239,0.0005911541520617902,0.0006048644427210093,0.000269318581558764,0.0011593461968004704
34909_0017_A_138	0.004481928423047066,0.0006944478373043239,0.0005911541520617902,0.0006048644427210093,0.000269318581558764,0.0011593461968004704
34909_0017_A_139	0.004481928423047066,0.0006944478373043239,0.0005911541520617902,0.0006048644427210093,0.000269318581558764,0.0011593461968004704
34909_0018_A_140	0.032600946724414825,0.014486105181276798,0.0007699761772528291,0.00020143651636317372,0.00017969016334973276,0.00041373801650479436
34909_0018_A_141	0.032600946724414825,0.014486105181276798,0.0007699761772528291,0.00020143651636317372,0.00017969016334973276,0.00041373801650479436
34909_0018_A_142	0.00017644539184402674,0.0002940707199741155,0.0021756659261882305,0.0008263524505309761,0.00018217260367237031,0.0007551541784778237
34909_0018_A_143	0.032835837453603745,0.0029191402718424797,0.022209789603948593,0.005788437090814114,0.009737936779856682,0.15356692671775818
34909_0018_A_144	0.0001277312549063936,0.00022546385298483074,0.009575736708939075,0.005673666018992662,0.0027004959993064404,0.0016114474274218082
34909_0018_A_149	0.000839057844132185,0.0006490093073807657,0.00024124985793605447,0.0003164494992233813,0.0001939966605277732,7.350092346314341e-05
34909_0018_A_150	0.03523911535739899,0.0010506724938750267,0.011759743094444275,0.0013016673037782311,0.042024075984954834,2.606966495513916
34909_0018_A_151	0.00825829990208149,0.002230443060398102,0.00016420005704276264,0.0002999273710884154,6.748679152224213e-05,0.0005087180761620402
34909_0018_A_152	1.5176641941070557,0.009555264376103878,0.0005047863232903183,0.00027673773001879454,0.0002479556715115905,0.00767278578132391
34909_0018_A_153	0.16453909873962402,0.004937568213790655,0.0003079378802794963,9.866637992672622e-05,5.143757880432531e-05,0.0018358135130256414
34909_0018_A_154	0.0008881438989192247,0.00036015038494952023,0.0005529557820409536,0.000355817552190274,3.322571865282953e-05,0.00015781092224642634
34909_0018_A_155	1.7735929489135742,0.0740537941455841,0.0056957220658659935,0.026724208146333694,0.33799582719802856,2.0675556659698486
34909_0018_A_156	0.00374898174777627,0.00033991632517427206,7.843731145840138e-05,0.00046431616647168994,6.710781599394977e-05,0.00045772065641358495
34909_0011_A_70	0.00038801273331046104,0.00020787672838196158,0.00017604386084713042,0.0010774427792057395,0.00013088082778267562,0.00018164126959163696
34909_0011_A_71	0.00100091309286654,0.0005139808636158705,0.00039121860754676163,0.0003140254702884704,0.0001173028867924586,0.00012182067439425737
34909_0011_A_72	0.0009564246283844113,0.0008458917145617306,0.0005278860917314887,0.00036862294655293226,7.572585309389979e-05,0.00014549519983120263
34909_0011_A_73	0.000742611475288868,0.0005853517795912921,0.0002883504203055054,0.00030187968513928354,0.00012734776828438044,0.00011652566900011152
34909_0011_A_74	0.0011226998176425695,0.0014111066702753305,0.0004835231229662895,0.0002935848315246403,9.90654734778218e-05,0.00011586866457946599
34909_0011_A_75	0.024983812123537064,2.8612186908721924,0.010346421971917152,0.0012624397641047835,0.00042439225944690406,0.004732108674943447
34909_0011_A_76	0.0002361242368351668,0.00017097286763601005,0.0038881725631654263,0.00041945104021579027,0.0002910219191107899,0.00018501814338378608
34909_0011_A_77	0.00011745108349714428,0.0005361505900509655,0.0006035693222656846,0.0005319465417414904,9.889822104014456e-05,0.00017759529873728752
34909_0011_A_78	0.017909808084368706,0.0006644518580287695,0.0008355271420441568,0.0013954781461507082,0.00011883131082868204,0.005023759789764881
34909_0011_A_79	0.006861963775008917,0.004268117249011993,0.002193658147007227,0.0015459656715393066,0.007091493811458349,0.44805335998535156
34909_0011_A_80	5.6204622524091974e-05,0.00010658029350452125,0.0008864570409059525,0.0015744080301374197,0.00022175621415954083,0.00046566230594180524
34909_0012_A_82	0.013237508945167065,0.0067719463258981705,0.0017796813044697046,0.014829730615019798,0.010441774502396584,0.4875507950782776
34909_0012_A_83	0.004461982753127813,0.004677282180637121,0.0002552997902967036,0.005063210614025593,0.00020052783656865358,0.01212758757174015
34909_0012_A_84	0.0007011715788394213,0.00073482800507918,0.0004244744195602834,0.0004088677524123341,0.0001024938901537098,0.00035589121398516
34909_0012_A_85	0.036231864243745804,0.19338347017765045,0.025051552802324295,0.003730078926309943,0.0016261308919638395,0.005094568710774183
34909_0012_A_86	0.0033882190473377705,0.017472099512815475,0.001025573699735105,0.0028638173826038837,0.0003916878195013851,0.0009935118723660707
34909_0012_A_87	0.7425785660743713,0.049226827919483185,0.017660165205597878,0.0016004887875169516,0.004201763309538364,0.024699628353118896
34909_0012_A_88	0.7425785660743713,0.049226827919483185,0.017660165205597878,0.0016004887875169516,0.004201763309538364,0.024699628353118896
34909_0012_A_89	4.741980228573084e-05,0.0002113454684149474,0.0051582129672169685,0.00015070699737407267,0.0007194672361947596,0.0009068368235602975
34909_0012_A_90	0.03679325059056282,0.0024665454402565956,0.017389029264450073,0.0036699078045785427,0.011489431373775005,0.1435408890247345
34909_0012_A_91	0.0008416064665652812,0.0009156259475275874,0.0011459150118753314,0.00019497887114994228,0.001304713310673833,0.0018682703375816345
34909_0012_A_92	0.0037190141156315804,0.000612169795203954,0.0005637791473418474,0.0002029092429438606,0.0010817309375852346,0.013063495047390461
34909_0012_A_94	0.00531226210296154,0.0009648319100961089,0.00012659245112445205,0.0008538981783203781,0.0004581123066600412,3.534213101374917e-05
34909_0015_A_125	0.060742344707250595,0.009015544317662716,0.015094447880983353,0.0065505774691700935,0.0325571671128273,2.8844664096832275
34909_0015_A_126	0.008630373515188694,0.000538812018930912,0.0005682467017322779,0.00030969592626206577,0.0007551347371190786,0.001268251333385706
34909_0018_A_145	0.032835837453603745,0.0029191402718424797,0.022209789603948593,0.005788437090814114,0.009737936779856682,0.15356692671775818
34909_0018_A_146	0.011211313307285309,0.0019949914421886206,0.005475152283906937,0.05200788751244545,0.06704014539718628,2.401885509490967
34909_0018_A_147	0.003380036912858486,0.01031731627881527,0.0008019513334147632,0.00023794540902599692,0.005325857549905777,0.009014274924993515
34909_0018_A_148	0.0016713191289454699,0.008361933752894402,0.0002451809705235064,6.071013558539562e-05,0.0009523401968181133,0.0018799330573529005
34909_0018_A_157	0.0019814507104456425,0.010991783812642097,0.0037434438709169626,0.0042115761898458,0.01918444037437439,0.010942159220576286
34909_0018_A_158	0.0015423032455146313,0.007823488675057888,0.002368846209719777,0.0024893772788345814,0.008564355783164501,0.007134110201150179
34909_0018_A_159	0.0005317918257787824,0.0020534791983664036,0.003316241782158613,2.599290370941162,0.0037969565019011497,0.016252432018518448
34909_0018_A_160	0.002114732749760151,0.00793137215077877,0.0017829069402068853,0.00022999680368229747,0.058110855519771576,0.0012018338311463594
34909_0019_A_161	0.00022051796258892864,0.0003222492814529687,0.0011467391159385443,0.0004062782973051071,0.00017884804401546717,0.0004660559061449021
34909_0019_A_162	0.009010904468595982,0.0012392894132062793,0.0029780978802591562,0.0009278653305955231,0.0021231959108263254,0.00957358069717884
34909_0019_A_163	0.0002302764041814953,0.0004777140566147864,0.0026639620773494244,0.042146097868680954,0.006332154385745525,0.0015926957130432129
34909_0019_A_164	0.003164813155308366,0.002167781814932823,0.0006371967028826475,0.00785159319639206,0.00032651383662596345,0.004643497057259083
34909_0019_A_165	0.01112094521522522,0.01872558891773224,0.00015722375246696174,0.0002801950613502413,0.00015262917440850288,0.0010722670704126358
34909_0019_A_166	0.00042247597593814135,0.0007575982017442584,0.013599399477243423,0.0015637289034202695,0.0007798005826771259,0.0017769744154065847
34909_0019_A_167	0.00025056695449166,6.090944953029975e-05,0.0004032166034448892,0.0007892649155110121,0.000713033601641655,0.0002625167544465512
34909_0019_A_168	0.0016841585747897625,0.0005030167521908879,0.00859519187361002,0.00031832201057113707,0.0003210001450497657,0.017720652744174004
34909_0019_A_169	0.0001749351795297116,0.00030562857864424586,0.0018354644998908043,0.011249266564846039,0.0015446145553141832,0.001891313586384058
34909_0019_A_170	0.00023952554329298437,0.0004436583840288222,0.0029775043949484825,0.025502782315015793,0.0043337675742805,0.005085726268589497
34909_0019_A_171	0.1367059051990509,0.011552775278687477,0.008508355356752872,1.8473262786865234,0.026588743552565575,0.37211671471595764
34909_0019_A_172	0.0011713866842910647,0.0017185511533170938,0.0007624488207511604,0.015222528949379921,0.0003129684191662818,0.016813302412629128
34909_0019_A_173	0.021898699924349785,0.0016558585921302438,0.00037096254527568817,0.00919390469789505,0.03512018173933029,1.1205061674118042
34909_0019_A_174	0.030990013852715492,0.0190223790705204,0.0017205571057274938,0.003727021161466837,0.06059788540005684,0.44393593072891235
34909_0019_A_175	0.039116840809583664,0.01978159509599209,0.0016571911983191967,0.003848823718726635,0.06374335289001465,0.4460928440093994
34909_0020_A_176	0.00035111673059873283,0.0003199338971171528,0.005797179415822029,0.00022370944498106837,0.0002000248059630394,0.013029001653194427
34909_0020_A_177	0.18430620431900024,0.003235789015889168,0.002145945793017745,0.0002504123840481043,0.00027609459357336164,0.011757660657167435
34909_0020_A_178	0.1915782392024994,0.0036940695717930794,0.005675294436514378,8.579911082051694e-05,0.00012356822844594717,0.0021284299436956644
34909_0020_A_179	0.3344784080982208,0.0054475669749081135,0.00781539361923933,0.00012856689863838255,0.00020074096391908824,0.004088945686817169
34909_0020_A_180	0.008064696565270424,0.0023236949928104877,0.0009900295408442616,0.000645469524897635,0.00018695594917517155,0.003487199544906616
34909_0020_A_181	0.0024333081673830748,0.0005362692172639072,0.0005080490955151618,0.2524589002132416,0.0014859832590445876,0.05349734053015709
34909_0020_A_182	0.0025348421186208725,0.0017982791177928448,0.0028769304044544697,0.00014983670553192496,0.00012197410978842527,0.0037487566005438566
34909_0020_A_183	0.012297539040446281,0.0053457338362932205,0.006616189144551754,0.0014768708497285843,0.0047028157860040665,0.0012927738716825843
34909_0020_A_184	0.019164344295859337,0.004648465197533369,0.006799303460866213,0.0023478989023715258,0.007184585556387901,0.002250118413940072
34909_0020_A_185	0.3585883677005768,0.010353527031838894,0.0003767982416320592,0.0005858711083419621,0.0004389341629575938,0.0182748194783926
34909_0020_A_186	0.29437506198883057,0.004303379915654659,0.0011460200184956193,0.008058718405663967,0.0024704821407794952,0.04232631251215935
34909_0020_A_187	0.044021692126989365,0.0007341725286096334,0.0002673450217116624,0.0002978052943944931,8.081860141828656e-05,0.0015622552018612623
34909_0020_A_188	0.001244144979864359,0.0001795483403839171,0.0009765159920789301,0.00018910999642685056,0.012267814949154854,0.0004550256999209523
34909_0020_A_189	1.8010811805725098,0.005564827471971512,0.0012476611882448196,0.00926151406019926,0.00440423795953393,0.13233855366706848
34909_0020_A_190	0.051057539880275726,0.0017510466277599335,0.000269114738330245,0.0006521318573504686,0.00010782269237097353,0.0013676676899194717
34909_0020_A_191	2.587407112121582,0.011898769065737724,0.0012957046274095774,0.002767752157524228,0.0052749644964933395,0.08756137639284134
34909_0020_A_192	0.9342164397239685,0.0029270313680171967,0.000756165012717247,0.0011778719490393996,0.001021742820739746,0.027715347707271576
34909_0020_A_194	0.011288076639175415,0.006916234269738197,0.0010211424669250846,0.000474398082587868,0.0014357873005792499,0.2253483235836029
34909_0020_A_195	9.368450992042199e-05,4.087376146344468e-05,0.002460702322423458,0.00029947407892905176,0.00025455758441239595,0.0004354757256805897
34909_0020_A_196	8.898436499293894e-05,4.182863631285727e-05,0.003523490158841014,0.00039321157964877784,0.0002858440566342324,0.000621955085080117
34909_0021_A_197	0.0005697680171579123,0.0008479369571432471,0.0005059722461737692,7.261063728947192e-05,0.0003934437991119921,0.0002966559841297567
34909_0021_A_198	0.008471785113215446,0.016426626592874527,0.002005884191021323,0.0002562766894698143,0.0009445890318602324,0.00764103326946497
34909_0021_A_199	0.016249528154730797,0.003525279462337494,0.0015731644816696644,0.0012223068624734879,0.0454716831445694,0.019902756437659264
34909_0021_A_200	0.0031958012841641903,0.0732773095369339,0.4542350769042969,0.007857111282646656,0.01568390056490898,0.006910945288836956
34909_0021_A_201	0.004167442675679922,0.09256958216428757,0.5345503091812134,0.010793190449476242,0.022289473563432693,0.008153741247951984
34909_0022_A_202	0.0037759235128760338,0.1536840945482254,0.01961665228009224,0.004592821467667818,0.0005557964323088527,0.027943260967731476
34909_0022_A_203	0.0035586757585406303,0.18770362436771393,0.01960795558989048,0.005009348038583994,0.0004372878174763173,0.02511170506477356
34909_0022_A_204	0.004005317110568285,0.09701849520206451,0.021215388551354408,0.005011716391891241,0.0008238752488978207,0.041933558881282806
34909_0023_A_205	0.01882178895175457,0.011841416358947754,0.0025777099654078484,0.00018871654174290597,0.00013971161388326436,0.0007323757745325565
34909_0023_A_206	0.026724249124526978,0.014963092282414436,0.002857108600437641,0.00019821860769297928,0.00014584384916815907,0.0009446728508919477
34909_0023_A_207	0.009872306138277054,0.008005544543266296,0.0025581056252121925,0.00022814920521341264,0.00012243105447851121,0.0005619163857772946
34909_0023_A_208	0.02427608147263527,0.013502438552677631,0.00255624414421618,0.00021357327932491899,0.00016257762035820633,0.0009413238731212914
34909_0023_A_209	0.006053214892745018,0.0020389249548316,0.02833683043718338,0.000214910032809712,0.0008616262348368764,0.008805453777313232
34909_0023_A_210	0.0015802964335307479,0.0037712561897933483,0.0012889057397842407,0.00020301490440033376,0.00034219189547002316,0.00018132285913452506
34909_0023_A_211	0.0035518042277544737,0.003320615738630295,0.00027461053105071187,0.0007534080650657415,3.067205398110673e-05,0.00018116091086994857
34909_0023_A_213	0.00017818890046328306,0.0003329260216560215,0.0004388007218949497,0.003923621028661728,0.00011924986029043794,0.00020767915702890605
34909_0023_A_214	0.00019091325521003455,0.00032768695382401347,0.0004455882008187473,0.004280300345271826,0.00012041880836477503,0.00021519241272471845
34909_0023_A_215	0.0003029059153050184,0.00035910034785047174,0.0003819800913333893,0.01190326176583767,0.0002923921565525234,0.00016947180847637355
34909_0023_A_216	0.00023769252584315836,7.960626680869609e-05,0.001663312199525535,0.010103643871843815,0.011850091628730297,0.03852057456970215
34909_0023_A_217	0.0006989496177993715,0.00017301415209658444,0.000385910680051893,7.43415075703524e-05,0.00011121458373963833,0.0008756925235502422
34909_0023_A_218	0.00508636049926281,0.0012267585843801498,9.033460810314864e-05,0.00019818195141851902,0.0004385271458886564,6.433723319787532e-05
34909_0023_A_219	0.0005063061835244298,0.0007532011950388551,0.00025991027359850705,9.147022501565516e-05,8.66629634401761e-05,7.599671516800299e-05
34909_0023_A_220	0.0011596635449677706,0.00051147147314623,0.00025956201716326177,5.5516575230285525e-05,0.00017705842037685215,0.00442482391372323
34909_0023_A_221	0.00011996114335488528,0.0025623796973377466,0.004036904312670231,0.00020575994858518243,6.765607395209372e-05,8.195118425646797e-05
34909_0023_A_222	0.00010084816312883049,0.0033105812035501003,0.006034523248672485,0.00024685883545316756,6.284402479650453e-05,7.99582339823246e-05
34909_0023_A_223	0.0008210475789383054,0.0008539331029169261,0.00037546257954090834,8.419100777246058e-05,0.00019611747120507061,0.0011514121433719993
34909_0023_A_224	0.0018335594795644283,0.002485224511474371,0.0007526779663749039,7.925826503196731e-05,0.00022212427575141191,0.00016110554861370474
34909_0023_A_225	0.0017910832539200783,0.0029053748585283756,0.0004979174118489027,8.43154703034088e-05,0.00017204115283675492,0.00016215938376262784
34909_0023_A_226	0.001663731411099434,0.002686665393412113,0.0006842701695859432,0.00011392928718123585,0.0002694138674996793,0.0001717693667160347
34909_0023_A_227	0.003311416832730174,0.00039728955016471446,0.00021162275515962392,0.00012245266407262534,0.00026119285030290484,0.00010587240103632212
34909_0023_A_228	0.00079591094981879,0.012710951268672943,0.025759853422641754,0.000311285286443308,0.00031683023553341627,0.0011143072042614222
34909_0023_A_229	0.12682899832725525,0.0011530773481354117,0.00012804358266294003,0.00014875002671033144,0.0001304037868976593,0.003901889082044363
34909_0023_A_230	9.38557495828718e-05,0.00030661874916404486,0.005399713292717934,0.00038006575778126717,0.0002628416696097702,0.004098566249012947
34909_0023_A_232	0.05807860195636749,0.002700755838304758,0.0012342745903879404,0.00015424159937538207,0.012680232524871826,0.5046120882034302
34909_0023_A_233	0.003703467780724168,0.0038985791616141796,0.016307087615132332,0.0008556674001738429,0.0005855973577126861,0.037241268903017044
34909_0023_A_234	0.0030459421686828136,0.0033995299600064754,0.019328560680150986,0.0012843344593420625,0.0008130118949338794,0.06391339004039764
34909_0023_A_235	0.002710330067202449,0.0040416535921394825,0.012396910227835178,0.0010783671168610454,0.0005203911568969488,0.03583347424864769
34909_0023_A_236	0.003297769697383046,0.0038246121257543564,0.019126690924167633,0.0020814549643546343,0.0011875709751620889,0.0773141160607338
34909_0023_A_237	0.0017524026334285736,0.00028848956571891904,0.00015069349319674075,0.0010707260807976127,0.0001986078277695924,0.0014610637445002794
34909_0023_A_238	0.0150253064930439,0.014427272602915764,0.0012192717986181378,0.0031836512498557568,0.009849125519394875,0.008588230237364769
34909_0023_A_239	0.14879906177520752,0.013626210391521454,0.013498354703187943,1.6024670600891113,0.1738065481185913,2.5442214012145996
34909_0023_A_240	0.0008259665337391198,0.002595737110823393,0.03986961394548416,0.0037122205831110477,0.033495187759399414,0.15877802670001984
34909_0023_A_241	0.03701021894812584,0.009791210293769836,0.0020224829204380512,0.016745690256357193,0.03976745530962944,0.11443427205085754
34909_0023_A_242	9.085417696041986e-05,0.00028297092649154365,0.0035390183329582214,0.0003834351082332432,6.834300438640639e-05,8.817225898383185e-05
34909_0023_A_243	0.0006893976824358106,0.0010581174865365028,0.0020069533493369818,0.03020540066063404,0.0003505212953314185,0.0038807764649391174
34909_0023_A_244	0.7641749382019043,0.1027531623840332,0.0038574333302676678,0.0018266879487782717,0.02027326077222824,1.747701644897461
34909_0023_A_245	0.8869881629943848,0.11145742982625961,0.0037452110555022955,0.0025289556942880154,0.02866324782371521,1.670759677886963
34909_0023_A_246	2.707458257675171,0.11168874800205231,0.0023541762493550777,0.0021818431559950113,0.006672813557088375,1.7953130006790161
34909_0023_A_247	0.002669421024620533,0.00030854897340759635,0.000252407044172287,0.0013947441475465894,0.0025949913542717695,0.5925762057304382
34909_0023_A_248	0.030765805393457413,0.028621667996048927,0.006729676388204098,0.009921529330313206,0.08045360445976257,2.775237798690796
34909_0023_A_249	0.00044590869219973683,0.00019887580128852278,0.0015856989193707705,0.0004464354133233428,0.0005521112470887601,0.22713738679885864
34909_0024_A_250	0.0013975235633552074,0.0013221874833106995,0.0017676263814792037,0.00035701325396075845,0.00016225794388446957,0.01178389135748148
34909_0024_A_251	0.0011170841753482819,0.0011135919485241175,0.001986873336136341,0.0004921146319247782,0.00026809758855961263,0.03899694234132767
34909_0024_A_252	0.004902342334389687,0.0024923321325331926,0.053520821034908295,0.0007598870433866978,0.000603241438511759,0.0007020137854851782
